Player,Birth Year,Final,Champion
Larry Owens,1983.0,0,0
Larry Robinson,1968.0,1,1
Larry Sanders,1989.0,1,0
Larry Smith,1958.0,0,0
Larry Spriggs,1960.0,2,1
Larry Stewart,1969.0,0,0
Larry Sykes,1974.0,0,0
Larry Wright,1955.0,2,1
Latrell Sprewell,1971.0,1,0
Lavor Postell,1979.0,0,0
Lavoy Allen,1990.0,0,0
Lawrence Funderburke,1971.0,0,0
Lawrence Moten,1973.0,0,0
Lawrence Roberts,1983.0,0,0
Lazar Hayward,1987.0,1,0
Lazaro Borrell,1973.0,0,0
LeBron James,1985.0,8,3
LeRon Ellis,1970.0,0,0
Leandro Barbosa,1983.0,2,1
Ledell Eackles,1967.0,0,0
Lee Mayberry,1971.0,0,0
Lee Nailon,1976.0,0,0
Len Elmore,1953.0,0,0
Leo Rautins,1961.0,0,0
Leon Douglas,1955.0,0,0
Leon Powe,1984.0,1,1
Leon Smith,1981.0,0,0
Leon Wood,1963.0,0,0
Leonard Taylor,1967.0,0,0
Leroy Combs,1961.0,0,0
Les Jepsen,1968.0,0,0
Lester Conner,1960.0,0,0
Lester Hudson,1985.0,1,0
Lewis Lloyd,1960.0,1,0
Linas Kleiza,1985.0,0,0
Lindsey Hunter,1971.0,3,2
Linton Johnson,1981.0,1,1
Linton Townes,1960.0,0,0
Lionel Chalmers,1981.0,0,0
Lionel Hollins,1954.0,3,1
Lionel Simmons,1969.0,0,0
Litterial Green,1971.0,0,0
Lloyd Daniels,1968.0,0,0
Logan Vander,1972.0,0,0
Lonnie Shelton,1956.0,1,1
Lonny Baxter,1979.0,0,0
Loren Meyer,1973.0,0,0
Loren Woods,1979.0,0,0
Lorenzen Wright,1976.0,0,0
Lorenzo Brown,1991.0,0,0
Lorenzo Charles,1964.0,0,0
Lorenzo Romar,1959.0,0,0
Lorenzo Williams,1970.0,0,0
Lou Amundson,1983.0,1,0
Lou Roe,1973.0,0,0
Lou Williams,1987.0,0,0
Louis Orr,1959.0,0,0
Lowes Moore,1958.0,0,0
Loy Vaught,1969.0,0,0
Luc Longley,1969.0,3,3
Luc Mbah,1987.0,0,0
Lucas Nogueira,1993.0,0,0
Lucious Harris,1971.0,2,0
Luigi Datome,1988.0,0,0
Luis Flores,1982.0,0,0
Luis Montero,1994.0,0,0
Luis Scola,1981.0,0,0
Luke Babbitt,1990.0,0,0
Luke Harangody,1988.0,0,0
Luke Jackson,1982.0,0,0
Luke Ridnour,1982.0,0,0
Luke Schenscher,1983.0,0,0
Luke Walton,1981.0,4,2
Luke Zeller,1988.0,0,0
Luol Deng,1986.0,0,0
Luther Head,1983.0,0,0
Luther Wright,1972.0,0,0
Lynn Greer,1980.0,0,0
M.L. Carr,1951.0,3,2
Maalik Wayns,1992.0,0,0
Maceo Baston,1976.0,0,0
Maciej Lampe,1986.0,0,0
Magic Johnson,1960.0,9,5
Mahmoud Abdul-Rauf,1970.0,0,0
Major Jones,1954.0,1,0
Makhtar N'Diaye,1974.0,0,0
Malachi Richardson,1996.0,0,0
Malcolm Brogdon,1993.0,0,0
Malcolm Delaney,1990.0,0,0
Malcolm Lee,1991.0,0,0
Malcolm Mackey,1971.0,0,0
Malcolm Thomas,1989.0,1,1
Malik Allen,1979.0,0,0
Malik Beasley,1997.0,0,0
Malik Hairston,1988.0,0,0
Malik Rose,1975.0,3,3
Malik Sealy,1971.0,0,0
Mamadou N'Diaye,1976.0,0,0
Manny Harris,1990.0,0,0
Manu Ginobili,1978.0,5,4
Manute Bol,1963.0,0,0
MarShon Brooks,1989.0,0,0
Marc Gasol,1985.0,0,0
Marc Iavaroni,1957.0,1,1
Marc Jackson,1975.0,0,0
Marcelo Huertas,1984.0,0,0
Marcin Gortat,1985.0,1,0
Marco Belinelli,1987.0,1,1
Marcus Banks,1982.0,0,0
Marcus Brown,1975.0,0,0
Marcus Camby,1975.0,1,0
Marcus Cousin,1987.0,0,0
Marcus Fizer,1979.0,0,0
Marcus Georges-Hunt,1995.0,0,0
Marcus Haislip,1981.0,0,0
Marcus Landry,1986.0,1,0
Marcus Liberty,1969.0,0,0
Marcus Morris,1990.0,0,0
Marcus Smart,1995.0,0,0
Marcus Thornton,1988.0,0,0
Marcus Vinicius,1985.0,0,0
Marcus Webb,1971.0,0,0
Marcus Williams,1986.0,0,0
Marcus Williams,1987.0,0,0
Mardy Collins,1985.0,0,0
Mario Bennett,1974.0,0,0
Mario Chalmers,1987.0,4,2
Mario Elie,1964.0,3,3
Mario Hezonja,1996.0,0,0
Mario Kasun,1981.0,0,0
Mario West,1985.0,0,0
Mark Acres,1963.0,0,0
Mark Aguirre,1960.0,2,2
Mark Alarie,1964.0,0,0
Mark Blount,1976.0,0,0
Mark Bradtke,1969.0,0,0
Mark Bryant,1966.0,2,0
Mark Davis,1964.0,0,0
Mark Davis,1974.0,0,0
Mark Eaton,1957.0,0,0
Mark Hendrickson,1975.0,0,0
Mark Jackson,1966.0,1,0
Mark Jones,1962.0,0,0
Mark Jones,1976.0,0,0
Mark Landsberger,1956.0,3,2
Mark Macon,1970.0,0,0
Mark Madsen,1976.0,2,2
Mark McNamara,1960.0,2,1
Mark Olberding,1957.0,0,0
Mark Pope,1973.0,0,0
Mark Price,1965.0,0,0
Mark Radford,1960.0,0,0
Mark Randall,1968.0,1,1
Mark Strickland,1971.0,0,0
Mark Wade,1966.0,0,0
Mark West,1961.0,1,0
Markel Brown,1992.0,0,0
Markieff Morris,1990.0,0,0
Marko Jaric,1979.0,0,0
Marko Milic,1978.0,0,0
Marlon Garnett,1976.0,0,0
Marlon Maxey,1970.0,0,0
Marques Bragg,1971.0,0,0
Marques Johnson,1957.0,0,0
Marquese Chriss,1998.0,0,0
Marquis Daniels,1981.0,2,0
Marquis Teague,1994.0,0,0
Marreese Speights,1988.0,2,1
Marshall Plumlee,1993.0,0,0
Martell Webster,1987.0,0,0
Martin Lewis,1976.0,0,0
Martin Muursepp,1975.0,0,0
Martin Nessley,1966.0,0,0
Marty Byrnes,1957.0,1,1
Marty Conlon,1968.0,0,0
Martynas Andriuskevicius,1987.0,0,0
Marvin Webster,1953.0,1,0
Marvin Williams,1987.0,0,0
Mason Plumlee,1991.0,0,0
Mateen Cleaves,1978.0,0,0
Matt Barnes,1981.0,1,1
Matt Bonner,1981.0,3,2
Matt Bullard,1968.0,1,1
Matt Carroll,1981.0,0,0
Matt Fish,1970.0,0,0
Matt Freije,1982.0,0,0
Matt Geiger,1970.0,1,0
Matt Harpring,1977.0,0,0
Matt Maloney,1972.0,0,0
Matt Othick,1970.0,0,0
Matt Steigenga,1971.0,1,1
Matt Walsh,1983.0,1,1
Matt Wenstrom,1971.0,0,0
Matthew Dellavedova,1991.0,2,1
Maurice Ager,1985.0,0,0
Maurice Baker,1980.0,0,0
Maurice Carter,1977.0,1,0
Maurice Cheeks,1957.0,3,1
Maurice Evans,1979.0,1,0
Maurice Harkless,1994.0,0,0
Maurice Lucas,1953.0,1,1
Maurice Martin,1965.0,0,0
Maurice Ndour,1993.0,0,0
Maurice Taylor,1977.0,0,0
McKinley Singleton,1962.0,0,0
Mehmet Okur,1980.0,1,1
Mel Bennett,1955.0,0,0
Mel McCants,1968.0,0,0
Melvin Booker,1973.0,0,0
Melvin Ely,1979.0,1,1
Melvin Newbern,1968.0,0,0
Melvin Sanders,1981.0,0,0
Melvin Turpin,1961.0,0,0
Mengke Bateer,1976.0,1,1
Metta World Peace,1980.0,1,1
Meyers Leonard,1993.0,0,0
Michael Adams,1963.0,0,0
Michael Anderson,1967.0,0,0
Michael Ansley,1968.0,0,0
Michael Beasley,1989.0,1,0
Michael Bradley,1980.0,0,0
Michael Brooks,1959.0,0,0
Michael Cage,1962.0,0,0
Michael Carter-Williams,1992.0,0,0
Michael Cooper,1957.0,8,5
Michael Curry,1969.0,0,0
Michael Dickerson,1976.0,0,0
Michael Doleac,1978.0,1,1
Michael Finley,1974.0,2,1
Michael Gbinije,1993.0,0,0
Michael Hawkins,1973.0,0,0
Michael Jackson,1965.0,0,0
Michael Jordan,1964.0,6,6
Michael Kidd-Gilchrist,1994.0,0,0
Michael McDonald,1970.0,0,0
Michael Olowokandi,1976.0,0,0
Michael Phelps,1962.0,0,0
Michael Redd,1980.0,0,0
Michael Ruffin,1977.0,0,0
Michael Smith,1966.0,0,0
Michael Smith,1973.0,0,0
Michael Stewart,1976.0,0,0
Michael Wiley,1958.0,0,0
Michael Wilson,1960.0,0,0
Michael Young,1961.0,0,0
Micheal Ray,1956.0,0,0
Micheal Williams,1967.0,1,1
Mickael Gelabale,1984.0,0,0
Mickael Pietrus,1983.0,1,0
Mickell Gladness,1987.0,1,1
Mickey Dillard,1959.0,0,0
Mickey Johnson,1953.0,0,0
Mike Bantom,1952.0,2,0
Mike Batiste,1978.0,0,0
Mike Bibby,1979.0,1,0
Mike Bratz,1956.0,0,0
Mike Brittain,1964.0,0,0
Mike Brown,1964.0,0,0
Mike Champion,1965.0,0,0
Mike Conley,1988.0,0,0
Mike Davis,1957.0,0,0
Mike Dunleavy,1955.0,2,0
Mike Dunleavy,1981.0,1,0
Mike Evans,1956.0,0,0
Mike Gale,1951.0,0,0
Mike Gibson,1961.0,0,0
Mike Glenn,1956.0,0,0
Mike Gminski,1960.0,0,0
Mike Hall,1985.0,0,0
Mike Harper,1958.0,0,0
Mike Harris,1984.0,0,0
Mike Higgins,1968.0,0,0
Mike Holton,1962.0,0,0
Mike Iuzzolino,1968.0,0,0
Mike James,1976.0,1,1
Mike McGee,1960.0,4,2
Mike Miller,1981.0,4,2
Mike Mitchell,1956.0,0,0
Mike Morrison,1968.0,0,0
Mike Muscala,1992.0,0,0
Mike Newlin,1949.0,0,0
Mike O'Koren,1959.0,0,0
Mike Penberthy,1975.0,2,2
Mike Peplowski,1971.0,0,0
Mike Sanders,1961.0,0,0
Mike Scott,1989.0,0,0
Mike Smith,1977.0,0,0
Mike Smrek,1963.0,2,2
Mike Sweetney,1983.0,0,0
Mike Taylor,1986.0,0,0
Mike Tobey,1995.0,0,0
Mike Wilks,1980.0,1,1
Mike Williams,1964.0,0,0
Mike Woodson,1959.0,0,0
Mikki Moore,1976.0,0,0
Mile Ilic,1985.0,0,0
Miles Plumlee,1989.0,0,0
Miles Simon,1976.0,0,0
Milos Babic,1969.0,0,0
Milt Palacio,1979.0,0,0
Milt Wagner,1964.0,1,1
Mindaugas Kuzminskas,1990.0,0,0
Miroslav Raduljica,1988.0,0,0
Mirsad Turkcan,1977.0,0,0
Mirza Teletovic,1986.0,0,0
Mitch Kupchak,1955.0,5,3
Mitch McGary,1993.0,0,0
Mitch Richmond,1966.0,1,1
Mitchell Butler,1971.0,0,0
Mitchell Wiggins,1960.0,1,0
Mo Williams,1983.0,1,1
Monta Ellis,1986.0,0,0
Montrezl Harrell,1994.0,0,0
Monty Williams,1972.0,0,0
Moochie Norris,1974.0,0,0
Mookie Blaylock,1968.0,0,0
Morlon Wiley,1967.0,0,0
Morris Almond,1986.0,0,0
Morris Peterson,1978.0,0,0
Moses Malone,1956.0,2,1
Mouhamed Sene,1987.0,0,0
Muggsy Bogues,1965.0,0,0
Mustafa Shakur,1985.0,0,0
Mychal Thompson,1955.0,4,2
Mychel Thompson,1989.0,0,0
Myles Turner,1997.0,0,0
Myron Brown,1970.0,0,0
Myron Jackson,1965.0,0,0
Nando De,1988.0,2,1
Nate Blackwell,1966.0,0,0
Nate Driggers,1974.0,0,0
Nate Huffman,1976.0,0,0
Nate Johnston,1967.0,1,0
Nate McMillan,1965.0,1,0
Nate Robinson,1985.0,1,0
Nate Wolters,1992.0,0,0
Nathan Jawai,1987.0,0,0
Nazr Mohammed,1978.0,3,1
Ndudi Ebi,1985.0,0,0
Negele Knight,1968.0,1,0
Nemanja Bjelica,1989.0,0,0
Nemanja Nedovic,1992.0,0,0
Nenad Krstic,1984.0,0,0
Nene Hilario,1983.0,0,0
Nerlens Noel,1995.0,0,0
Nick Anderson,1968.0,1,0
Nick Calathes,1990.0,0,0
Nick Collison,1981.0,1,0
Nick Fazekas,1986.0,0,0
Nick Johnson,1993.0,0,0
Nick Van,1972.0,0,0
Nick Vanos,1964.0,0,0
Nick Young,1986.0,0,0
Nicolas Batum,1989.0,0,0
Nicolas Brussino,1994.0,0,0
Nicolas Laprovittola,1990.0,0,0
Nik Stauskas,1994.0,0,0
Nikita Wilson,1965.0,0,0
Nikola Jokic,1996.0,0,0
Nikola Mirotic,1992.0,0,0
Nikola Pekovic,1986.0,0,0
Nikola Vucevic,1991.0,0,0
Nikoloz Tskitishvili,1984.0,0,0
Noah Vonleh,1996.0,0,0
Noel Felix,1982.0,0,0
Nolan Smith,1989.0,0,0
Norm Nixon,1956.0,3,2
Norm Richardson,1980.0,0,0
Norman Powell,1994.0,0,0
Norris Cole,1989.0,3,2
Norris Coleman,1962.0,0,0
O.J. Mayo,1988.0,0,0
Obinna Ekezie,1976.0,0,0
Ognjen Kuzmic,1991.0,1,1
Okaro White,1993.0,0,0
Olden Polynice,1965.0,0,0
Oleksiy Pecherov,1986.0,0,0
Oliver Lafayette,1985.0,1,0
Oliver Miller,1971.0,1,0
Oliver Robinson,1961.0,0,0
Ollie Johnson,1950.0,1,0
Ollie Mack,1958.0,1,1
Olumide Oyedeji,1982.0,0,0
Omar Cook,1982.0,0,0
Omer Asik,1987.0,0,0
Omri Casspi,1989.0,0,0
Orien Greene,1983.0,0,0
Orlando Graham,1966.0,0,0
Orlando Johnson,1990.0,0,0
Orlando Woolridge,1960.0,1,0
Oscar Torres,1977.0,0,0
Othell Wilson,1962.0,0,0
Othella Harrington,1974.0,0,0
Othello Hunter,1987.0,0,0
Othyus Jeffers,1986.0,1,1
Otis Birdsong,1956.0,0,0
Otis Smith,1964.0,0,0
Otis Thorpe,1963.0,2,2
Otto Porter,1994.0,0,0
Ozell Jones,1961.0,0,0
P.J. Brown,1970.0,1,1
P.J. Hairston,1993.0,0,0
P.J. Tucker,1986.0,0,0
Pablo Prigioni,1978.0,0,0
Pace Mannion,1961.0,1,1
Pape Sow,1982.0,0,0
Pape Sy,1989.0,0,0
Pascal Siakam,1995.0,0,0
Pat Burke,1974.0,0,0
Pat Connaughton,1993.0,0,0
Pat Cummings,1957.0,0,0
Pat Durham,1968.0,0,0
Pat Garrity,1977.0,0,0
Patricio Garino,1994.0,0,0
Patrick Beverley,1989.0,0,0
Patrick Christopher,1989.0,0,0
Patrick Eddie,1968.0,0,0
Patrick Ewing,1963.0,2,0
Patrick Ewing,1985.0,0,0
Patrick McCaw,1996.0,1,1
Patrick O'Bryant,1987.0,0,0
Patrick Patterson,1990.0,0,0
Patty Mills,1989.0,2,1
Pau Gasol,1981.0,3,2
Paul Davis,1985.0,0,0
Paul George,1991.0,0,0
Paul Graham,1968.0,0,0
Paul Grant,1974.0,0,0
Paul Griffin,1954.0,0,0
Paul McPherson,1979.0,0,0
Paul Millsap,1986.0,0,0
Paul Mokeski,1957.0,0,0
Paul Pierce,1978.0,2,1
Paul Pressey,1959.0,0,0
Paul Shirley,1978.0,0,0
Paul Thompson,1962.0,0,0
Paul Westphal,1951.0,2,1
Paul Zipser,1995.0,0,0
Pavel Podkolzin,1985.0,1,0
Pearl Washington,1964.0,0,0
Peja Stojakovic,1978.0,1,1
Pepe Sanchez,1978.0,1,0
Pero Antic,1983.0,0,0
Perry Jones,1992.0,0,0
Perry Moss,1959.0,0,0
Perry Young,1964.0,0,0
Pervis Ellison,1968.0,0,0
Pete Chilcutt,1969.0,1,1
Pete Myers,1964.0,0,0
Pete Verhoeven,1960.0,0,0
Pete Williams,1966.0,0,0
Peter Aluma,1974.0,0,0
Peter John,1986.0,0,0
Peter Thibeaux,1962.0,0,0
Petur Gudmundsson,1959.0,0,0
Peyton Siva,1991.0,0,0
Phil Ford,1957.0,0,0
Phil Hubbard,1957.0,0,0
Phil Pressey,1992.0,0,0
Phil Smith,1953.0,1,1
Phil Zevenbergen,1965.0,0,0
Pierre Jackson,1992.0,0,0
Pooh Richardson,1967.0,0,0
Popeye Jones,1971.0,0,0
Pops Mensah-Bonsu,1984.0,0,0
Predrag Drobnjak,1976.0,0,0
Predrag Savovic,1977.0,0,0
Priest Lauderdale,1974.0,0,0
Primoz Brezec,1980.0,0,0
Purvis Short,1958.0,0,0
Quentin Richardson,1981.0,0,0
Quincy Acy,1991.0,0,0
Quincy Douby,1985.0,0,0
Quincy Lewis,1978.0,0,0
Quincy Miller,1993.0,0,0
Quincy Pondexter,1989.0,0,0
Quinn Buckner,1955.0,2,1
Quinn Cook,1994.0,0,0
Quintin Dailey,1961.0,0,0
Quinton Ross,1982.0,0,0
Qyntel Woods,1982.0,0,0
R.J. Hunter,1994.0,0,0
Radisav Curcic,1966.0,0,0
Raef LaFrentz,1977.0,0,0
Rafael Addison,1965.0,0,0
Rafael Araujo,1981.0,0,0
Rafer Alston,1977.0,1,0
Raja Bell,1977.0,1,0
Rajon Rondo,1987.0,2,1
Rakeem Christmas,1992.0,0,0
Ralph Jackson,1963.0,0,0
Ralph Lewis,1964.0,2,1
Ralph Sampson,1961.0,1,0
Ramon Rivas,1967.0,0,0
Ramon Sessions,1987.0,0,0
Randell Jackson,1976.0,0,0
Randolph Childress,1973.0,0,0
Randolph Keys,1967.0,0,0
Randolph Morris,1986.0,0,0
Randy Allen,1965.0,0,0
Randy Breuer,1961.0,0,0
Randy Brown,1969.0,3,3
Randy Foye,1984.0,0,0
Randy Holcomb,1980.0,0,0
Randy Livingston,1976.0,0,0
Randy Smith,1949.0,0,0
Randy White,1968.0,0,0
Randy Wittman,1960.0,0,0
Randy Woods,1971.0,0,0
Rashad McCants,1985.0,0,0
Rashad Vaughn,1997.0,0,0
Rashard Lewis,1980.0,3,1
Rasheed Wallace,1975.0,3,1
Rasho Nesterovic,1977.0,1,1
Rastko Cvetkovic,1971.0,0,0
Rasual Butler,1980.0,0,0
Ratko Varda,1980.0,0,0
Raul Lopez,1981.0,0,0
Raul Neto,1993.0,0,0
Rawle Marshall,1983.0,1,0
Ray Allen,1976.0,4,2
Ray Blume,1959.0,0,0
Ray McCallum,1992.0,0,0
Ray Owes,1973.0,0,0
Ray Tolbert,1959.0,1,1
Ray Williams,1955.0,1,0
Raymond Brown,1966.0,0,0
Raymond Felton,1985.0,0,0
Raymond Townsend,1956.0,0,0
Reece Gaines,1981.0,0,0
Reggie Bullock,1992.0,0,0
Reggie Carter,1958.0,0,0
Reggie Evans,1981.0,0,0
Reggie Geary,1974.0,0,0
Reggie Hanson,1969.0,0,0
Reggie Jackson,1991.0,1,0
Reggie Johnson,1958.0,1,1
Reggie Jordan,1968.0,0,0
Reggie King,1958.0,0,0
Reggie Lewis,1966.0,0,0
Reggie Miller,1966.0,1,0
Reggie Slater,1971.0,1,0
Reggie Smith,1971.0,0,0
Reggie Theus,1958.0,0,0
Reggie Williams,1965.0,0,0
Reggie Williams,1987.0,0,0
Renaldo Balkman,1985.0,0,0
Renaldo Major,1983.0,0,0
Rex Chapman,1968.0,0,0
Rex Walters,1971.0,0,0
Rich Kelley,1954.0,0,0
Rich King,1970.0,0,0
Rich Manning,1971.0,0,0
Rich Yonakor,1959.0,0,0
Richard Anderson,1961.0,0,0
Richard Coffey,1966.0,0,0
Richard Dumas,1970.0,1,0
Richard Hamilton,1979.0,2,1
Richard Jefferson,1981.0,4,1
Richard Morton,1967.0,0,0
Richard Petruska,1969.0,1,1
Richard Rellford,1965.0,0,0
Richard Washington,1956.0,0,0
Richaun Holmes,1994.0,0,0
Richie Frahm,1978.0,0,0
Rick Brunson,1973.0,1,0
Rick Calloway,1967.0,0,0
Rick Carlisle,1960.0,3,1
Rick Fox,1970.0,4,3
Rick Hughes,1974.0,0,0
Rick Mahorn,1959.0,2,1
Rick Robey,1956.0,1,1
Rickey Brown,1959.0,0,0
Rickey Green,1955.0,0,0
Rickey Williams,1958.0,0,0
Rickie Winslow,1965.0,0,0
Ricky Berry,1965.0,0,0
Ricky Blanton,1967.0,1,1
Ricky Davis,1980.0,0,0
Ricky Grace,1968.0,0,0
Ricky Ledo,1993.0,0,0
Ricky Pierce,1960.0,0,0
Ricky Rubio,1991.0,0,0
Ricky Sobers,1953.0,1,0
Ricky Wilson,1965.0,0,0
Rik Smits,1967.0,1,0
Rob Kurz,1986.0,0,0
Rob Lock,1967.0,0,0
Rob Rose,1965.0,0,0
Rob Williams,1962.0,0,0
Robbie Hummel,1990.0,0,0
Robert Archibald,1981.0,0,0
Robert Churchwell,1973.0,0,0
Robert Covington,1991.0,0,0
Robert Hite,1984.0,0,0
Robert Horry,1971.0,7,7
Robert Pack,1970.0,1,0
Robert Parish,1954.0,6,4
Robert Reid,1956.0,3,0
Robert Sacre,1990.0,0,0
Robert Smith,1956.0,0,0
Robert Swift,1986.0,0,0
Robert Traylor,1978.0,0,0
Robert Werdann,1971.0,0,0
Robert Whaley,1983.0,0,0
Robin Lopez,1989.0,0,0
Rock Lee,1956.0,0,0
Rod Foster,1961.0,0,0
Rod Higgins,1960.0,0,0
Rod Strickland,1967.0,0,0
Rodney Buford,1978.0,1,0
Rodney Carney,1985.0,0,0
Rodney Hood,1993.0,0,0
Rodney McCray,1962.0,2,1
Rodney McGruder,1992.0,0,0
Rodney Monroe,1969.0,0,0
Rodney Rogers,1972.0,1,0
Rodney Stuckey,1987.0,0,0
Rodney White,1981.0,0,0
Rodrick Rhodes,1974.0,0,0
Rodrigue Beaubois,1989.0,1,1
Roger Burkman,1959.0,0,0
Roger Mason,1981.0,1,0
Roger Phegley,1957.0,1,0
Roger Powell,1983.0,0,0
Roko Ukic,1985.0,0,0
Rolando Blackman,1960.0,1,0
Rolando Ferreira,1965.0,0,0
Ron Anderson,1959.0,0,0
Ron Baker,1994.0,0,0
Ron Brewer,1956.0,0,0
Ron Cavenall,1960.0,0,0
Ron Crevier,1959.0,0,0
Ron Davis,1955.0,0,0
Ron Grandison,1965.0,0,0
Ron Harper,1964.0,5,5
Ron Lee,1953.0,0,0
Ron Mercer,1977.0,0,0
Ron Moore,1962.0,1,0
Ron Rowan,1963.0,0,0
Ronald Dupree,1981.0,1,0
Ronald Murray,1980.0,0,0
Rondae Hollis-Jefferson,1995.0,0,0
Ronnie Brewer,1986.0,0,0
Ronnie Lester,1959.0,1,1
Ronnie Murphy,1965.0,0,0
Ronnie Price,1984.0,0,0
Ronny Turiaf,1983.0,2,1
Rony Seikaly,1966.0,0,0
Rory Sparrow,1959.0,1,1
Rory White,1960.0,0,0
Roshown McLeod,1976.0,1,0
Roy Hibbert,1987.0,0,0
Roy Hinson,1962.0,0,0
Roy Marble,1967.0,0,0
Roy Rogers,1974.0,0,0
Roy Tarpley,1965.0,0,0
Royal Ivey,1982.0,1,0
Royce White,1992.0,0,0
Ruben Boumtje-Boumtje,1979.0,0,0
Ruben Garces,1974.0,0,0
Ruben Nembhard,1973.0,1,0
Ruben Patterson,1976.0,0,0
Ruben Wolkowyski,1974.0,0,0
Rudy Fernandez,1986.0,0,0
Rudy Gay,1987.0,0,0
Rudy Gobert,1993.0,0,0
Rudy Macklin,1959.0,0,0
Rumeal Robinson,1967.0,0,0
Russ Schoene,1961.0,1,1
Russ Smith,1992.0,0,0
Russell Cross,1962.0,0,0
Russell Westbrook,1989.0,1,0
Rusty LaRue,1974.0,1,1
Ryan Anderson,1989.0,0,0
Ryan Bowen,1976.0,0,0
Ryan Gomes,1983.0,0,0
Ryan Hollins,1985.0,0,0
Ryan Humphrey,1980.0,0,0
Ryan Kelly,1992.0,0,0
Ryan Lorthridge,1973.0,0,0
Ryan Reid,1987.0,1,0
Ryan Robertson,1977.0,0,0
Ryan Stack,1976.0,0,0
Salah Mejri,1987.0,0,0
Salim Stoudamire,1983.0,0,0
Sam Bowie,1962.0,0,0
Sam Cassell,1970.0,3,3
Sam Dekker,1995.0,0,0
Sam Jacobson,1976.0,1,1
Sam Lacey,1949.0,0,0
Sam Mack,1971.0,0,0
Sam Mitchell,1964.0,0,0
Sam Pellom,1952.0,0,0
Sam Perkins,1962.0,3,0
Sam Vincent,1964.0,2,1
Sam Williams,1960.0,0,0
Sam Worthen,1958.0,0,0
Sam Young,1986.0,0,0
Samaki Walker,1977.0,1,1
Samardo Samuels,1989.0,0,0
Samuel Dalembert,1982.0,0,0
Sarunas Jasikevicius,1977.0,0,0
Sarunas Marciulionis,1965.0,0,0
Sasha Danilovic,1971.0,0,0
Sasha Kaun,1986.0,1,1
Sasha Pavlovic,1984.0,2,1
Sasha Vujacic,1985.0,3,2
Scooter McCray,1961.0,0,0
Scot Pollard,1976.0,2,1
Scott Brooks,1966.0,2,2
Scott Burrell,1971.0,1,1
Scott Haffner,1967.0,0,0
Scott Haskin,1971.0,0,0
Scott Hastings,1961.0,1,1
Scott Lloyd,1953.0,0,0
Scott Machado,1991.0,0,0
Scott May,1955.0,0,0
Scott Meents,1964.0,0,0
Scott Padgett,1977.0,0,0
Scott Roth,1964.0,0,0
Scott Skiles,1965.0,0,0
Scott Wedman,1953.0,4,2
Scott Williams,1969.0,3,3
Scottie Pippen,1966.0,6,6
Scotty Hopson,1990.0,0,0
Sean Colson,1976.0,0,0
Sean Elliott,1969.0,1,1
Sean Green,1971.0,0,0
Sean Higgins,1969.0,0,0
Sean Kilpatrick,1990.0,0,0
Sean Lampley,1980.0,0,0
Sean Marks,1976.0,1,1
Sean May,1985.0,0,0
Sean Rooks,1970.0,0,0
Sean Singletary,1986.0,0,0
Sean Williams,1987.0,0,0
Sebastian Telfair,1986.0,0,0
Sedale Threatt,1962.0,0,0
Sedric Toney,1963.0,0,0
Semaj Christon,1993.0,0,0
Semih Erden,1987.0,0,0
Serge Ibaka,1990.0,1,0
Sergei Bazarevich,1966.0,0,0
Sergei Monia,1984.0,0,0
Sergey Karasev,1994.0,0,0
Sergio Rodriguez,1987.0,0,0
Seth Curry,1991.0,0,0
Shabazz Muhammad,1993.0,0,0
Shabazz Napier,1992.0,0,0
Shammond Williams,1976.0,0,0
Shandon Anderson,1974.0,3,1
Shane Battier,1979.0,3,2
Shane Edwards,1988.0,0,0
Shane Heal,1971.0,0,0
Shane Larkin,1993.0,0,0
Shannon Brown,1986.0,4,3
Shaquille O'Neal,1973.0,6,4
Shareef Abdur-Rahim,1977.0,0,0
Sharone Wright,1973.0,0,0
Sharrod Ford,1982.0,0,0
Shaun Livingston,1986.0,3,2
Shavlik Randolph,1984.0,0,0
Shawn Bradley,1973.0,0,0
Shawn Kemp,1970.0,1,0
Shawn Long,1993.0,0,0
Shawn Marion,1979.0,2,1
Shawn Respert,1973.0,0,0
Shawne Williams,1987.0,0,0
Shawnelle Scott,1973.0,0,0
Shayne Whittington,1992.0,0,0
Shea Seals,1976.0,0,0
Shelden Williams,1984.0,1,0
Sheldon McClellan,1993.0,0,0
Shelton Jones,1967.0,0,0
Shelvin Mack,1991.0,0,0
Sherell Ford,1973.0,1,0
Sherman Douglas,1967.0,0,0
Sherron Collins,1988.0,0,0
Sidney Green,1961.0,0,0
Sidney Lowe,1960.0,0,0
Sidney Moncrief,1958.0,0,0
Sim Bhullar,1993.0,0,0
Skal Labissiere,1997.0,0,0
Skeeter Henry,1968.0,0,0
Slavko Vranes,1983.0,0,0
Sleepy Floyd,1961.0,0,0
Sly Williams,1958.0,1,1
Smush Parker,1982.0,1,0
Solomon Alabi,1989.0,0,0
Solomon Hill,1992.0,0,0
Solomon Jones,1985.0,0,0
Sonny Parker,1956.0,0,0
Sonny Weems,1987.0,0,0
Soumaila Samake,1979.0,0,0
Speedy Claxton,1979.0,1,1
Spencer Dinwiddie,1994.0,0,0
Spencer Hawes,1989.0,0,0
Spencer Haywood,1950.0,1,1
Spud Webb,1964.0,0,0
Stacey Augmon,1969.0,0,0
Stacey King,1967.0,3,3
Stan Kimbrough,1967.0,1,1
